Accession,year,conforms
GSE53184,2013,0
GSE53185,2013,0
GSE53190,2017,0
GSE53197,2013,0
GSE53198,2013,0
GSE53207,2016,1
GSE53208,2016,0
GSE53212,2014,1
GSE53214,2013,0
GSE53215,2015,0
GSE53218,2016,0
GSE53220,2014,0
GSE53239,2014,1
GSE53242,2014,0
GSE53244,2015,1
GSE53248,2014,0
GSE53249,2015,0
GSE53258,2019,1
GSE53259,2019,1
GSE53260,2014,1
GSE53265,2014,1
GSE53268,2013,0
GSE53279,2014,0
GSE53280,2014,0
GSE53281,2014,0
GSE53292,2016,0
GSE53297,2014,0
GSE53298,2014,1
GSE53300,2014,0
GSE53310,2013,0
GSE53313,2013,1
GSE53322,2013,0
GSE53326,2014,1
GSE53327,2014,0
GSE53328,2014,0
GSE53330,2014,1
GSE53332,2014,0
GSE53334,2013,0
GSE53342,2013,0
GSE53350,2014,1
GSE53354,2014,1
GSE53356,2014,0
GSE53359,2014,1
GSE53360,2013,0
GSE53369,2014,1
GSE53370,2014,1
GSE53380,2014,1
GSE53386,2015,0
GSE53387,2018,0
GSE53398,2015,0
GSE53401,2014,1
GSE53419,2013,1
GSE53428,2014,0
GSE5343,2006,0
GSE53434,2016,1
GSE53450,2014,0
GSE53452,2014,0
GSE53459,2014,1
GSE53463,2014,1
GSE53470,2014,1
GSE53481,2013,1
GSE53483,2014,1
GSE53489,2014,1
GSE53492,2014,0
GSE53499,2015,0
GSE53506,2014,1
GSE53508,2014,0
GSE53510,2015,1
GSE53528,2015,1
GSE53532,2014,1
GSE53533,2014,0
GSE53534,2014,0
GSE53538,2016,0
GSE53545,2015,0
GSE53548,2015,0
GSE53554,2014,0
GSE53567,2014,1
GSE53582,2015,1
GSE53586,2014,0
GSE53595,2014,0
GSE53597,2014,0
GSE53599,2013,1
GSE53627,2013,1
GSE53629,2014,1
GSE53630,2013,0
GSE53635,2013,0
GSE53638,2014,1
GSE53639,2013,1
GSE53641,2014,0
GSE53642,2014,1
GSE53646,2014,0
GSE53653,2014,1
GSE53654,2014,0
GSE53655,2014,0
GSE53664,2014,0
GSE53665,2014,1
GSE53667,2014,1
GSE53671,2014,0
GSE53673,2014,0
GSE53674,2015,0
GSE53683,2014,1
GSE53685,2014,0
GSE53690,2014,1
GSE53693,2014,1
GSE53695,2016,0
GSE53696,2016,0
GSE53697,2016,1
GSE53698,2016,1
GSE53699,2016,0
GSE53711,2014,0
GSE53720,2014,1
GSE53721,2014,0
GSE53737,2019,1
GSE53743,2014,1
GSE53758,2014,1
GSE53762,2014,1
GSE53767,2014,1
GSE53779,2014,1
GSE53782,2014,0
GSE53788,2014,1
GSE53789,2015,1
GSE53793,2015,1
GSE53794,2014,1
GSE53806,2014,0
GSE53815,2016,0
GSE53818,2014,0
GSE53825,2014,1
GSE53837,2014,0
GSE53844,2015,1
GSE53861,2014,0
GSE53862,2014,1
GSE53871,2014,0
GSE53907,2014,1
GSE53913,2014,1
GSE53915,2014,0
GSE53919,2014,0
GSE53928,2014,0
GSE53935,2014,0
GSE53942,2014,0
GSE53949,2014,0
GSE53952,2014,1
GSE53960,2014,0
GSE53964,2014,1
GSE53966,2014,0
GSE53967,2014,0
GSE53976,2014,1
GSE53983,2014,1
GSE53988,2015,0
GSE53993,2014,1
GSE53995,2014,1
GSE54006,2014,1
GSE54016,2014,1
GSE54018,2014,0
GSE54030,2014,0
GSE54045,2014,0
GSE54066,2014,1
GSE54067,2014,1
GSE54068,2014,1
GSE54069,2014,0
GSE54074,2014,0
GSE54093,2015,1
GSE54098,2014,1
GSE54105,2015,0
GSE54106,2014,1
GSE54107,2015,1
GSE54112,2014,1
GSE54113,2014,1
GSE54114,2014,0
GSE54122,2014,0
GSE54123,2014,0
GSE54124,2014,1
GSE54125,2015,0
GSE54131,2014,0
GSE54132,2016,0
GSE54133,2015,1
GSE54136,2015,1
GSE54152,2015,0
GSE54153,2014,1
GSE54154,2014,0
GSE54159,2014,0
GSE54166,2015,1
GSE54173,2014,1
GSE54174,2014,0
GSE54176,2014,0
GSE54178,2014,0
GSE54179,2014,0
GSE54182,2014,1
GSE54184,2014,0
GSE54199,2014,1
GSE54201,2014,0
GSE54202,2014,0
GSE54226,2014,1
GSE54240,2014,1
GSE54241,2014,0
GSE54246,2014,1
GSE54251,2016,0
GSE54270,2015,0
GSE54272,2014,1
GSE54274,2014,1
GSE54286,2014,1
GSE54288,2014,0
GSE54302,2016,1
GSE54308,2014,1
GSE54322,2014,1
GSE54333,2014,0
GSE54334,2014,0
GSE54339,2015,1
GSE54364,2014,1
GSE54381,2014,0
GSE54384,2014,1
GSE54390,2015,1
GSE54392,2014,0
GSE54401,2014,0
GSE54409,2014,1
GSE54411,2014,0
GSE54412,2015,0
GSE54413,2014,1
GSE54416,2014,1
GSE54423,2014,0
GSE54424,2014,1
GSE54433,2014,1
GSE54440,2014,1
GSE54443,2014,1
GSE54447,2015,1
GSE54456,2014,1
GSE54458,2015,0
GSE54460,2014,1
GSE54461,2014,0
GSE54462,2015,1
GSE54473,2014,1
GSE54478,2014,0
GSE54486,2015,0
GSE54505,2015,1
GSE54511,2015,1
GSE54549,2014,0
GSE54560,2015,1
GSE54561,2015,0
GSE54569,2014,1
GSE54574,2016,1
GSE54588,2015,1
GSE54600,2014,1
GSE54602,2014,1
GSE54603,2014,0
GSE54619,2014,1
GSE54620,2015,0
GSE54631,2014,1
GSE54640,2014,1
GSE54641,2017,1
GSE54651,2014,1
GSE54652,2014,0
GSE54654,2017,0
GSE54655,2014,1
GSE54673,2014,1
GSE54677,2014,0
GSE54680,2015,0
GSE54693,2014,0
GSE54694,2015,1
GSE54695,2014,1
GSE54697,2014,0
GSE54704,2014,0
GSE54705,2014,0
GSE54706,2014,1
GSE54724,2014,1
GSE54726,2014,0
GSE54727,2015,1
GSE54728,2015,0
GSE54729,2014,1
GSE54733,2014,0
GSE54734,2016,1
GSE54748,2014,1
GSE54750,2014,0
GSE54755,2014,0
GSE54760,2015,1
GSE54761,2015,0
GSE54783,2014,0
GSE54784,2014,0
GSE54789,2014,0
GSE54791,2014,1
GSE54792,2014,0
GSE54794,2014,1
GSE54795,2015,1
GSE54805,2015,1
GSE54819,2014,1
GSE54825,2015,1
GSE54826,2014,1
GSE54831,2014,1
GSE54846,2014,1
GSE54847,2014,0
GSE54853,2014,1
GSE54866,2014,0
GSE54874,2014,0
GSE54875,2014,0
GSE54877,2014,1
GSE54878,2017,1
GSE54879,2014,0
GSE54883,2014,0
GSE54885,2014,0
GSE54900,2014,1
GSE54901,2014,0
GSE54903,2014,1
GSE54906,2014,1
GSE54908,2014,0
GSE54912,2014,1
GSE54922,2014,0
GSE54927,2014,1
GSE54928,2014,0
GSE54932,2014,1
GSE54933,2014,0
GSE54946,2018,0
GSE54950,2014,0
GSE54952,2014,0
GSE54968,2015,1
GSE54969,2015,0
GSE54973,2014,1
GSE54982,2014,1
GSE54984,2014,1
GSE54985,2014,0
GSE54987,2014,1
GSE54998,2015,1
GSE54999,2015,0
GSE55000,2019,1
GSE55005,2015,1
GSE55008,2015,1
GSE55009,2014,0
GSE55023,2014,1
GSE55030,2016,0
GSE55032,2016,0
GSE55035,2014,1
GSE55048,2014,1
GSE55058,2014,0
GSE55059,2014,0
GSE55060,2015,0
GSE55086,2015,1
GSE55090,2014,1
GSE55113,2015,1
GSE55123,2014,0
GSE55125,2014,0
GSE55131,2014,1
GSE55158,2014,1
GSE55163,2014,1
GSE55165,2014,0
GSE55169,2015,0
GSE55172,2015,0
GSE55180,2014,0
GSE55182,2014,1
GSE55185,2014,1
GSE55188,2015,1
GSE55190,2015,1
GSE55192,2014,0
GSE55193,2014,1
GSE55195,2015,1
GSE55197,2015,0
GSE55199,2014,0
GSE55213,2014,0
GSE55215,2014,0
GSE55225,2014,1
GSE55228,2014,0
GSE55234,2014,0
GSE55239,2014,0
GSE55253,2014,1
GSE55259,2014,0
GSE55264,2014,0
GSE55271,2014,0
GSE55275,2015,1
GSE55280,2015,1
GSE55282,2014,1
GSE55291,2015,0
GSE55292,2014,1
GSE55296,2014,1
GSE55310,2014,1
GSE55316,2015,1
GSE55320,2014,0
GSE55321,2015,0
GSE55326,2014,1
GSE55328,2016,1
GSE55329,2014,1
GSE55333,2014,0
GSE55335,2014,0
GSE55338,2014,1
GSE55343,2018,1
GSE55344,2014,0
GSE55347,2014,1
GSE55358,2015,0
GSE55361,2015,1
GSE55363,2015,0
GSE55370,2014,1
GSE55371,2014,0
GSE55377,2014,1
GSE55383,2018,0
GSE55385,2015,1
GSE55388,2014,0
GSE55391,2014,0
GSE55393,2014,0
GSE55394,2015,1
GSE55400,2014,0
GSE55405,2017,0
GSE55409,2014,1
GSE55412,2014,0
GSE55419,2014,0
GSE55423,2016,1
GSE55426,2014,0
GSE55429,2014,0
GSE55435,2014,1
GSE55453,2014,0
GSE55458,2014,1
GSE55460,2014,0
GSE55462,2014,0
GSE55473,2014,0
GSE55474,2014,0
GSE55477,2014,1
GSE55480,2014,1
GSE55482,2014,0
GSE55492,2015,0
GSE55502,2015,1
GSE55504,2014,1
GSE55528,2014,1
GSE55534,2014,0
GSE55536,2015,1
GSE55552,2014,1
GSE55553,2015,1
GSE55567,2014,1
GSE55568,2014,0
GSE55581,2014,1
GSE55590,2014,0
GSE55591,2014,0
GSE55596,2014,1
GSE55610,2014,0
GSE55621,2014,1
GSE55632,2015,1
GSE55633,2014,1
GSE55648,2018,1
GSE55663,2015,1
GSE55674,2014,1
GSE55682,2016,1
GSE55683,2017,1
GSE55689,2014,1
GSE55698,2014,0
GSE55700,2015,1
GSE55716,2014,1
GSE55717,2014,0
GSE55727,2015,1
GSE55735,2015,0
GSE55743,2015,1
GSE55744,2014,1
GSE55745,2015,0
GSE55754,2017,1
GSE55758,2014,1
GSE55759,2014,0
GSE55769,2015,1
GSE55776,2014,0
GSE55782,2014,1
GSE55784,2014,0
GSE55788,2014,0
GSE55790,2014,0
GSE55792,2014,0
GSE55797,2014,1
GSE55798,2014,1
GSE55800,2014,0
GSE55802,2014,0
GSE55807,2014,1
GSE55808,2014,0
GSE55824,2014,1
GSE55831,2014,1
GSE55836,2014,0
GSE55839,2017,0
GSE55841,2014,0
GSE55846,2014,0
GSE55848,2014,0
GSE55861,2019,1
GSE55862,2014,0
GSE55866,2016,0
GSE55870,2014,1
GSE55871,2014,0
GSE55872,2014,1
GSE55884,2014,1
GSE55903,2014,0
GSE55904,2014,0
GSE55922,2014,1
GSE55923,2014,0
GSE55927,2014,0
GSE55939,2015,1
GSE55943,2014,1
GSE55949,2014,0
GSE55963,2014,0
GSE55966,2014,0
GSE55967,2014,0
GSE55982,2014,0
GSE55988,2014,1
GSE55990,2015,1
GSE56000,2014,1
GSE56004,2015,0
GSE56010,2015,1
GSE56013,2015,1
GSE56016,2014,0
GSE56018,2014,0
GSE56020,2014,0
GSE56022,2015,0
GSE56039,2014,0
GSE56052,2014,1
GSE56053,2014,0
GSE56058,2014,1
GSE56060,2014,1
GSE56066,2014,1
GSE56073,2015,1
GSE56076,2014,1
GSE56087,2015,0
GSE56091,2014,0
GSE56092,2014,0
GSE56093,2014,0
GSE56096,2014,0
GSE56097,2014,1
GSE56099,2014,0
GSE56101,2014,0
GSE56117,2017,1
GSE56122,2015,1
GSE56123,2015,0
GSE56127,2014,0
GSE56131,2015,0
GSE56132,2014,1
GSE56138,2014,0
GSE56144,2014,1
GSE56148,2014,1
GSE56152,2015,1
GSE56158,2014,1
GSE56160,2014,0
GSE56169,2014,1
GSE56170,2016,0
GSE56174,2015,1
GSE56175,2014,1
GSE56176,2014,1
GSE56179,2014,1
GSE56185,2014,1
GSE56189,2014,0
GSE56192,2014,0
GSE56193,2015,0
GSE56217,2014,0
GSE56218,2014,0
GSE56219,2014,0
GSE56220,2014,0
GSE56221,2014,0
GSE56222,2014,0
GSE56223,2014,0
GSE56224,2014,0
GSE56225,2014,0
GSE56226,2014,0
GSE56227,2014,0
GSE56231,2014,0
GSE56235,2015,1
GSE56238,2015,1
GSE56240,2014,0
GSE56242,2014,1
GSE56248,2014,0
GSE56253,2015,1
GSE56262,2014,0
GSE56267,2014,0
GSE56271,2014,0
GSE56274,2014,0
GSE56276,2015,1
GSE56278,2014,1
GSE56284,2014,1
GSE56290,2014,0
GSE56292,2014,1
GSE56293,2014,0
GSE56294,2015,1
GSE56295,2014,1
GSE56297,2016,1
GSE56312,2015,1
GSE56326,2014,0
GSE56331,2016,0
GSE56333,2014,1
GSE56336,2017,0
GSE56339,2014,0
GSE56343,2014,1
GSE56346,2015,1
GSE56355,2014,0
GSE56356,2014,1
GSE56361,2014,0
GSE56367,2015,1
GSE56372,2014,1
GSE56392,2014,0
GSE56398,2016,1
GSE56407,2014,0
GSE56408,2014,0
GSE56428,2014,0
GSE56435,2014,0
GSE56436,2014,1
GSE56439,2014,1
GSE56446,2014,1
GSE56459,2015,1
GSE56460,2015,1
GSE56461,2014,1
GSE56462,2015,1
GSE56463,2015,1
GSE56467,2014,0
GSE56473,2014,0
GSE56474,2014,1
GSE56477,2014,0
GSE56505,2014,1
GSE56507,2016,1
GSE56509,2014,1
GSE56510,2014,0
GSE56512,2014,0
GSE56513,2014,0
GSE56524,2014,1
GSE56529,2015,0
GSE56541,2014,0
GSE56545,2016,1
GSE56551,2015,0
GSE56566,2016,0
GSE56575,2014,1
GSE56586,2014,1
GSE56587,2014,0
GSE56592,2014,1
GSE56610,2014,0
GSE56611,2014,0
GSE56613,2015,1
GSE56622,2014,1
GSE56623,2014,1
GSE56625,2015,0
GSE56636,2014,1
GSE56638,2015,0
GSE56643,2014,0
GSE56648,2014,0
GSE56652,2017,0
GSE56657,2014,0
GSE56660,2014,0
GSE56665,2015,1
GSE56675,2015,1
GSE56679,2014,0
GSE56689,2014,1
GSE56690,2014,1
GSE56691,2014,1
GSE56696,2014,0
GSE56697,2014,0
GSE56701,2014,0
GSE56720,2014,0
GSE56725,2014,0
GSE56742,2017,1
GSE56743,2015,1
GSE56745,2014,1
GSE56746,2015,1
GSE56747,2014,0
GSE56748,2014,1
GSE56749,2015,0
GSE56751,2014,0
GSE56761,2014,1
GSE56762,2014,0
GSE56781,2014,0
GSE56785,2014,1
GSE56786,2016,0
GSE56787,2014,1
GSE56788,2014,1
GSE56796,2014,1
GSE56811,2016,1
GSE56818,2014,0
GSE56826,2014,1
GSE56830,2014,1
GSE56844,2015,0
GSE56845,2014,1
GSE56855,2015,1
GSE56862,2014,0
GSE56864,2014,0
GSE56865,2014,0
GSE56867,2016,0
GSE56872,2014,0
GSE56882,2017,1
GSE56887,2014,0
GSE56888,2014,1
GSE56890,2014,1
GSE56893,2015,1
GSE56900,2014,0
GSE56902,2015,1
GSE56904,2014,1
GSE56905,2014,1
GSE56910,2017,0
GSE56922,2014,1
GSE56924,2015,1
GSE56930,2014,0
GSE56932,2014,0
GSE56933,2016,1
GSE56958,2014,0
GSE56961,2014,0
GSE56962,2019,0
GSE56964,2017,0
GSE56966,2014,1
GSE56977,2014,1
GSE56982,2014,1
GSE56983,2015,1
GSE56986,2014,0
GSE57009,2015,1
GSE57010,2015,0
GSE57014,2015,0
GSE57027,2014,1
GSE57031,2014,1
GSE57043,2014,1
GSE57049,2015,1
GSE57054,2015,0
GSE57073,2016,1
GSE57074,2016,0
GSE57075,2015,0
GSE57078,2017,0
GSE57079,2017,0
GSE57092,2014,0
GSE57093,2014,1
GSE57096,2014,1
GSE57109,2014,0
GSE57110,2015,0
GSE57116,2014,1
GSE57125,2016,1
GSE57126,2016,0
GSE57134,2014,1
GSE57142,2014,1
GSE57146,2014,0
GSE57147,2014,0
GSE57148,2015,1
GSE57152,2017,1
GSE57155,2015,1
GSE57164,2014,0
GSE57167,2014,0
GSE57168,2014,0
GSE57170,2015,0
GSE57175,2014,0
GSE57182,2014,1
GSE57202,2016,1
GSE57206,2014,1
GSE57215,2014,0
GSE57217,2014,1
GSE57222,2014,0
GSE57226,2014,1
GSE57227,2014,1
GSE57231,2015,1
GSE57233,2015,1
GSE57235,2016,1
GSE57238,2014,1
GSE57243,2014,1
GSE57244,2015,1
GSE57249,2014,1
GSE57252,2014,1
GSE57253,2014,1
GSE57254,2015,1
GSE57268,2014,0
GSE57272,2014,1
GSE57278,2014,1
GSE57282,2015,1
GSE57291,2014,0
GSE57295,2017,1
GSE57299,2014,0
GSE57306,2014,1
GSE57307,2014,0
GSE57312,2014,0
GSE57313,2014,1
GSE57315,2014,0
GSE57325,2015,1
GSE57326,2014,0
GSE57327,2014,1
GSE57336,2014,1
GSE57337,2014,1
GSE57344,2015,1
GSE57345,2015,0
GSE57349,2014,0
GSE57350,2014,0
GSE57351,2014,1
GSE57353,2015,1
GSE57364,2014,1
GSE57365,2014,1
GSE57366,2014,0
GSE57369,2015,0
GSE57374,2017,1
GSE57377,2014,1
GSE57385,2015,1
GSE57391,2015,1
GSE57393,2015,0
GSE57395,2014,1
GSE57396,2014,1
GSE57397,2015,1
GSE57399,2015,0
GSE57401,2018,0
GSE57403,2014,0
GSE57404,2018,0
GSE57409,2014,0
GSE57415,2014,1
GSE57419,2014,0
GSE57423,2014,1
GSE57428,2014,1
GSE57430,2016,1
GSE57432,2016,0
GSE57433,2014,1
GSE57435,2014,1
GSE57437,2017,0
GSE57451,2014,0
GSE57466,2017,0
GSE57478,2014,1
GSE57480,2014,1
GSE57482,2014,1
GSE57485,2014,1
GSE57487,2016,1
GSE57488,2014,0
GSE57490,2015,1
GSE57494,2014,0
GSE57500,2014,0
GSE57501,2017,0
GSE57502,2017,0
GSE57503,2015,1
GSE57509,2015,0
GSE57514,2015,0
GSE57517,2014,1
GSE57530,2014,0
GSE57531,2014,0
GSE57533,2015,1
GSE57535,2014,0
GSE57536,2014,0
GSE57537,2014,0
GSE57546,2018,1
GSE57561,2014,0
GSE57567,2014,1
GSE57569,2015,0
GSE57575,2015,0
GSE57577,2015,0
GSE57579,2014,1
GSE57580,2014,1
GSE57582,2014,0
GSE57586,2014,1
GSE57587,2014,1
GSE57588,2014,0
GSE57598,2014,0
GSE57601,2014,0
GSE57602,2014,1
GSE57606,2014,0
GSE57608,2015,0
GSE57609,2014,1
GSE57616,2014,0
GSE57621,2015,0
GSE57628,2016,0
GSE57635,2014,1
GSE57637,2015,1
GSE57644,2017,1
GSE57648,2015,0
GSE57652,2015,1
GSE57654,2015,0
GSE57662,2014,0
GSE57666,2014,0
GSE57670,2015,1
GSE57680,2014,1
GSE57682,2014,1
GSE57683,2015,1
GSE57690,2015,0
GSE57694,2014,0
GSE57698,2014,0
GSE57700,2016,0
GSE57701,2014,0
GSE57707,2015,1
GSE57710,2014,0
GSE57712,2014,0
GSE57714,2015,0
GSE57723,2014,1
GSE57732,2015,1
GSE57739,2015,0
GSE57745,2015,0
GSE57747,2015,0
GSE57776,2015,1
GSE57790,2016,0
GSE57791,2016,0
GSE57792,2014,0
GSE57803,2015,1
GSE57804,2014,1
GSE57806,2014,0
GSE57808,2014,1
GSE57809,2014,0
GSE57814,2014,0
GSE57821,2014,0
GSE57826,2014,1
GSE57828,2014,0
GSE57837,2014,0
GSE57849,2014,1
GSE57862,2014,1
GSE57866,2014,1
GSE57868,2015,1
GSE57871,2016,1
GSE57872,2014,1
GSE57875,2016,0
GSE57881,2014,1
GSE57887,2014,0
GSE57892,2014,1
GSE57896,2014,1
GSE57910,2014,1
GSE57914,2014,0
GSE57919,2014,0
GSE57925,2015,1
GSE57926,2015,1
GSE57931,2015,0
GSE57938,2016,1
GSE57941,2014,1
GSE57944,2014,0
GSE57945,2014,1
GSE57950,2014,1
GSE57953,2014,1
GSE57954,2014,0
GSE57959,2014,0
GSE57960,2014,1
GSE57961,2016,0
GSE57967,2014,1
GSE57973,2016,1
GSE57974,2015,1
GSE57980,2017,1
GSE57982,2014,1
GSE57983,2016,1
GSE57984,2015,1
GSE57989,2014,1
GSE57991,2016,1
GSE57993,2015,1
GSE57998,2017,1
GSE58001,2014,1
GSE58006,2014,0
GSE58008,2014,1
GSE58016,2014,1
GSE58017,2014,1
GSE58018,2014,1
GSE58023,2014,0
GSE58025,2015,1
GSE58029,2014,0
GSE58031,2015,0
GSE58052,2014,1
GSE58053,2015,1
GSE58057,2014,0
GSE58061,2014,1
GSE58082,2014,1
GSE58084,2014,0
GSE58088,2014,0
GSE58089,2014,1
GSE58097,2014,0
GSE58107,2014,0
GSE58108,2015,0
GSE58111,2014,1
GSE58112,2014,0
GSE58114,2014,0
GSE58115,2014,1
GSE58116,2014,1
GSE58122,2015,1
GSE58123,2015,1
GSE58131,2014,0
GSE58135,2014,0
GSE58141,2014,1
GSE58150,2014,0
GSE58161,2014,0
GSE58166,2014,0
GSE58167,2014,0
GSE58168,2014,1
GSE58174,2017,1
GSE58200,2014,1
GSE58202,2015,0
GSE58206,2015,1
GSE58207,2014,0
GSE58222,2015,0
GSE58230,2014,0
GSE58239,2014,0
GSE58242,2015,0
GSE58246,2015,0
GSE58255,2014,0
GSE58261,2014,1
GSE58269,2017,0
GSE58282,2014,1
GSE58283,2014,1
GSE58285,2014,0
GSE58286,2015,1
GSE58292,2014,0
GSE58305,2014,0
GSE58310,2014,1
GSE58313,2016,0
GSE58314,2015,1
GSE58318,2016,1
GSE58319,2014,0
GSE58321,2014,0
GSE58323,2014,1
GSE58325,2017,0
GSE58326,2014,1
GSE58332,2014,0
GSE58335,2014,0
GSE58337,2014,0
GSE58339,2014,1
GSE58340,2014,1
GSE58343,2014,1
GSE58345,2017,1
GSE58346,2017,0
GSE58347,2017,0
GSE58352,2014,1
GSE58354,2014,0
GSE58357,2016,0
GSE58359,2014,1
GSE58360,2014,1
GSE58362,2014,0
GSE58363,2014,1
GSE58365,2014,1
GSE58371,2014,1
GSE58372,2014,1
GSE58373,2014,0
GSE58375,2015,1
GSE58377,2015,0
GSE58379,2014,1
GSE58381,2014,0
GSE58384,2014,1
GSE58387,2014,0
GSE58388,2014,0
GSE58390,2014,0
GSE58398,2014,0
GSE58402,2014,0
GSE58405,2014,1
GSE58414,2015,0
GSE58418,2014,0
GSE58419,2016,0
GSE58420,2015,1
GSE58423,2014,1
GSE58429,2014,0
GSE58432,2015,1
GSE58434,2014,1
GSE58441,2014,1
GSE58443,2014,0
GSE58447,2015,1
GSE58448,2014,1
GSE58450,2014,0
GSE58451,2014,0
GSE58453,2014,1
GSE58455,2014,1
GSE58464,2014,1
GSE58465,2016,1
GSE58467,2017,1
GSE58492,2017,1
GSE58494,2014,1
GSE58495,2014,1
GSE58498,2014,0
GSE58501,2014,0
GSE58504,2014,0
GSE58507,2014,0
GSE58510,2014,1
GSE58514,2015,1
GSE58523,2016,1
GSE58527,2014,0
GSE58528,2014,0
GSE58531,2014,0
GSE58552,2016,0
GSE58556,2014,0
GSE58557,2016,1
GSE58564,2014,1
GSE58578,2014,0
GSE58581,2015,1
GSE58584,2015,0
GSE58586,2015,1
GSE58594,2014,0
GSE58596,2014,1
GSE58597,2014,0
GSE58602,2017,0
GSE58604,2015,1
GSE58608,2014,0
GSE58609,2015,1
GSE58611,2015,0
GSE58619,2015,1
GSE58626,2014,1
GSE58634,2014,1
GSE58637,2014,0
GSE58640,2014,1
GSE58645,2015,1
GSE58650,2014,1
GSE58652,2014,0
GSE58653,2015,1
GSE58655,2017,0
GSE58662,2014,1
GSE58663,2016,1
GSE58664,2015,1
GSE58669,2015,0
GSE58672,2015,0
GSE58679,2014,1
GSE58688,2017,0
GSE58701,2014,0
GSE58702,2014,1
GSE58707,2014,1
GSE58708,2015,1
GSE58724,2015,1
GSE58732,2015,0
GSE58733,2015,0
GSE58737,2014,1
GSE58740,2014,1
GSE58746,2014,0
GSE58757,2015,0
GSE58765,2014,1
GSE58766,2015,0
GSE58769,2015,1
GSE58773,2015,1
GSE58786,2014,1
GSE58797,2014,1
GSE58798,2017,1
GSE58801,2016,0
GSE58805,2014,1
GSE58818,2016,0
GSE58827,2014,1
GSE58830,2014,1
GSE58833,2015,0
GSE58834,2014,0
GSE58835,2014,1
GSE58836,2015,0
GSE58838,2015,0
GSE58843,2014,1
GSE58854,2015,1
GSE58856,2015,1
GSE58857,2015,0
GSE58858,2014,1
GSE58865,2014,1
GSE58871,2014,0
GSE58884,2014,0
GSE58890,2015,1
GSE58891,2014,1
GSE58895,2014,1
GSE58897,2014,0
GSE58905,2014,1
GSE58910,2014,1
GSE58916,2015,1
GSE58917,2015,1
GSE58918,2014,1
GSE58925,2014,0
GSE58926,2014,1
GSE58927,2014,0
GSE58928,2014,0
GSE58931,2015,1
GSE58933,2015,1
GSE58937,2014,1
GSE58955,2015,0
GSE58957,2015,0
GSE58958,2014,1
GSE58963,2015,0
GSE58966,2014,1
GSE58967,2014,1
GSE58971,2014,1
GSE58972,2014,1
GSE58973,2014,1
GSE58974,2014,1
GSE58978,2016,1
GSE58983,2014,0
GSE58989,2015,1
GSE58991,2014,0
GSE58993,2014,1
GSE58996,2014,1
GSE58998,2015,1
GSE59009,2018,0
GSE59012,2014,0
GSE59017,2014,1
GSE59020,2014,1
GSE59022,2014,0
GSE59043,2015,1
GSE59053,2015,1
GSE59059,2014,1
GSE59060,2015,0
GSE59066,2015,1
GSE59073,2014,1
GSE59075,2015,1
GSE59076,2016,0
GSE59089,2015,0
GSE59090,2015,0
GSE59093,2016,0
GSE59095,2016,0
GSE59096,2016,0
GSE59100,2014,1
GSE59104,2015,0
GSE59114,2015,1
GSE59119,2015,1
GSE59121,2014,0
GSE59123,2014,0
GSE59127,2014,1
GSE59129,2014,1
GSE59130,2014,1
GSE59148,2015,0
GSE59149,2015,0
GSE59154,2014,0
GSE59159,2018,1
GSE59160,2018,1
GSE59161,2018,1
GSE59162,2018,0
GSE59167,2014,1
GSE59168,2014,1
GSE59172,2014,0
GSE59173,2017,1
GSE59176,2015,1
GSE59177,2014,0
GSE59186,2014,1
GSE59189,2015,0
GSE59195,2015,1
GSE59204,2014,1
GSE59213,2014,0
GSE59215,2014,0
GSE59222,2015,0
GSE59223,2014,1
GSE59233,2016,1
GSE59251,2014,1
GSE59269,2015,0
GSE59271,2015,0
GSE59275,2015,1
GSE59283,2014,1
GSE59285,2014,1
GSE59288,2016,1
GSE59290,2015,1
GSE59309,2014,0
GSE59317,2014,1
GSE59318,2015,1
GSE59324,2015,0
GSE59335,2014,1
GSE59354,2015,1
GSE59364,2014,1
GSE59365,2014,0
GSE59373,2015,1
GSE59376,2014,1
GSE59377,2016,0
GSE59379,2015,0
GSE59383,2014,1
GSE59386,2014,1
GSE59397,2014,1
GSE59411,2015,0
GSE59419,2015,1
GSE59442,2014,1
GSE59463,2015,1
GSE59468,2014,1
GSE59481,2015,1
GSE59483,2017,1
GSE59486,2014,0
GSE59487,2015,1
GSE59513,2014,0
GSE59525,2015,1
GSE59528,2015,1
GSE59531,2015,0
GSE59532,2015,0
GSE59535,2014,0
GSE59536,2014,0
GSE59544,2015,0
GSE59547,2017,1
GSE59563,2015,1
GSE59571,2015,1
GSE59572,2015,0
GSE59598,2016,0
GSE59599,2014,1
GSE59600,2015,0
GSE59605,2014,0
GSE59607,2014,0
GSE59609,2014,0
GSE59610,2014,0
GSE59611,2016,0
GSE59612,2014,1
GSE59613,2015,0
GSE59621,2015,1
GSE59622,2014,1
GSE59623,2015,1
GSE59626,2014,1
GSE59628,2014,0
GSE59629,2015,1
GSE59632,2016,1
GSE59633,2014,1
GSE59637,2014,1
GSE59658,2017,0
GSE59677,2018,1
GSE59682,2017,0
GSE59683,2014,0
GSE59688,2014,0
GSE59693,2014,0
GSE59698,2015,1
GSE59699,2015,0
GSE59703,2014,1
GSE59705,2014,1
GSE59715,2015,1
GSE59716,2015,0
GSE59717,2015,0
GSE59722,2017,0
GSE59725,2014,0
GSE59739,2014,1
GSE59756,2015,1
GSE59759,2017,1
GSE59760,2017,1
